"Sample","CTD.category","Cop.Corr.R1","Cop.Corr.R3","L1","L3","Krill.pos.R1","Krill.pos.R3","Sample.number","Bottle.number","Sampling.time.UTC","Date","Latitude","Longitude","Sampling.method","Sampling.type","Sampling.depth","CTD.depth","seawater.temperature","sea.ice","Filter.halved","Filtering.time.UTC","Storage.boxes","Collectors","Comments","Time.between.filtering.and.sampling","Time.between.decimal","Percent.of.5.Litres","CTD.number.x","pr","pr.2","class.strict","model.method","Euphausia.crystallorophias","Euphausia.frigida","Euphausia.superba","Thysanoessa.gregaria","Thysanoessa.macrura","Total","Sample.ID","CTD.number.y","lat_dec","long_dec","presence","count","count.class","depth","E.crystallorophias.presence","E.frigida.presence","E.superba.presence","T.gregaria.presence","T.macrura.presence","E.crystal.pres.prop","E.frig.pres.prop","E.super.pres.prop","T.greg.pres.prop","T.mac.pres.prop","krill.detection","E.crystal.read.prop","E.frig.read.prop","E.super.read.prop","T.greg.read.prop","T.mac.read.prop","Average.Cq","Diff.Cq","Dilution.factor","Meta.copies","Meta.E.sup.copies","Meta.E.cry.copies","Meta.E.fri.copies","Meta.T.gre.copies","Meta.T.mac.copies","Meta.Euphausiids.copies","Meta.E.sup.L1","Meta.E.cry.L1","Meta.E.fri.L1","Meta.T.gre.L1","Meta.T.mac.L1","Meta.Euphausiids.L1","eDNA_pres","metag_pres","sample_date","transect","water_depth","ntod.prev","curr_v","trawlno.tr","trawltype.tr","date.tr","net_open_date_utc_YYYYMMDD.tr","net_open_time_utc.tr","net_open_lat_deg.tr","net_open_lat_min.tr","net_open_lat_dec.tr","net_open_lon_deg.tr","net_open_lon_dec_min.tr","net_open_lon_dec.tr","X.tr","net_open_depth.tr","net_close_date_utc.tr","net_close_time_utc.tr","net_close_lat_deg.tr","net_close_lat_min.tr","net_close_lat_dec.tr","net_close_lon_deg.tr","net_close_lon_min.tr","net_close_lon_dec.tr","X.1.tr","net_close_depth.tr","flow_meter_start.tr","flow_meter_end.tr","bottom_depth.tr","ship_speed_knots.tr","ship_heading.tr","bio_tube_no.tr","igr_exp_no.tr","ecotox.tr","gravids.tr","SIA.tr","Swarm.Study.tr","notes.tr","Trawl.tr","Filtered.volume..m3..tr","E.superba.estimate.tr","Crystal..62.2..tr","Tmac..33.7..tr","Triacantha..assume.62.2..tr","longitude.tr","latitude.tr","open_date_time.tr","close_date_time.tr","date_time.tr","transect.tr","Date.tr","Latitude.tr","Longitude.tr","Depth.tr","E.superba.tr","E.superba.gravid.tr","E.superba.juvenile.tr","E.superba.calyptopsis.I.tr","E.superba.furcilia.II.tr","E.superba.furcilia.II.1.tr","E.superba.late.stage.furcilia.tr","E.superba.total.tr","T.macrura.tr","T.macrura.calyptopsis.I.tr","T.macrura.calypopsis.II.tr","T.macrura.calyptopsis.III.tr","T.macrura.late.furcilia.tr","T.macrura.furcilia.I.tr","T.macrura.furcilia.II.tr","T.macrura.furcilia.III.tr","T.macrura.furcilia.IV.tr","T.macrura.furcilia.V.tr","T.macrura.furcilia.VI.tr","T.macrura.juvenile.tr","T.macrura.total.tr","Euphausiid.calyptopsis.tr","Euphausiid.calyptopsis.I.tr","Euphausiid.calyptopsis.II.tr","Euphausiid.furcilia.tr","Euphausiid.furcilia.I.tr","Euphausiid.juvenile.tr","Euphausiid.total.tr","distance.tr","Sampling.type.tr"
"147A"," ",37879.8954023079,10681.8270330283,10.5421757860055,9.27629916839157,"Yes","Yes",147,"3","22:42","8/03/2021",-62.99133,76.18367,"Target trawl","TT 15","surface","",1.12,"No","AB","2:20","2A+2B","Derek","immediately after swarm. Very slow. --> replaced broken hose clamp on suction side half way through. Only 3.5 L pumped","3:38",3.63,1,NA,0.0602430367657194,0.0602430367657194,"recent","model",0,0,185918,0,21053,216119,"X147A",NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,0,1,0,0,0.5,0,0.5,1,0,0,0.89828043542332,0,0.10171956457668,34.41265561,1.927609198,0.266666667,10529.3621014555,9057.96317389222,0,0,0,1025.70648726833,10083.6696611605,9.11139955851861,NA,NA,NA,6.93313691001631,9.21867252906046,"eDNA present","metagenomics E.superba present",2021-03-08 22:42:00,NA,3784,0.274926277197737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148A"," ",30460.7007050332,11089.8998517333,10.3241926302894,9.31379004980168,"Yes","Yes",148,"6","22:47","8/03/2021",-62.99083,76.17717,"Target trawl","TT 15","surface","",1.12,"No","AB","2:20","2A+2B","Derek","after swarm","3:33",3.55,1,NA,0.0305126335532837,0.0305126335532837,"recent","model",819,3218,122056,0,612,141089,"X148A",NA,NA,NA,NA,NA,NA,NA,1,1,TRUE,0,1,0.25,0.25,0.25,0,0.25,1,0.00646383331360246,0.0253975770490509,0.963308472435973,0,0.00483011720137327,36.59152587,0.98948504,0.2,3097.8085597123,2679.91212329979,17.9823034425389,70.6557417314899,0,13.4373256493697,2781.98749412319,7.89353928315379,2.88938813221382,4.25781937591308,NA,2.59803633087308,7.93092087719046,"eDNA present","metagenomics E.superba present",2021-03-08 22:47:00,NA,3784,0.274879124382339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149A"," ",33629.0963408225,11929.0070322991,10.4231469337465,9.38672827879465,"Yes","Yes",149,"7","22:52","8/03/2021",-62.99033,76.1695,"Target trawl","TT 15","surface","",1.14,"No","AB","4:45","2A+2B","Derek","after swarm","5:53",5.88,1,NA,0.0323671497310239,0.0323671497310239,"recent","model",0,0,36450,0,101763,139064,"X149A",NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,0,1,0,0,0.5,0,0.5,1,0,0,0.263723383473335,0,0.736276616526665,32.66002563,6.465207253,0.2,47341.4324632202,12408.6407214259,0,0,0,34643.0865770773,47051.7272985032,9.42614834129124,NA,NA,NA,10.4528534631259,10.7590028563163,"eDNA present","metagenomics E.superba present",2021-03-08 22:52:00,NA,3784,0.274825992242707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151A"," ",10975.803352609,3926.37241803143,9.3034484336799,8.27547122974442,"Yes","Yes",151,"2","22:57","8/03/2021",-62.98983,76.16233,"Target trawl","TT 15","surface","",1.14,"No","AB","4:45","2A+2B","Derek","after swarm","5:48",5.8,1,NA,0.0317449695600568,0.0317449695600568,"recent","model",0,0,72660,0,44243,118301,"X151A",NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,0,1,0,0,0.5,0,0.5,1,0,0,0.621540935647503,0,0.378459064352497,30.17533319,0.437354918,0.25,212193.814064861,130328.590036879,0,0,0,79357.6632122438,209686.253249123,11.7778141560582,NA,NA,NA,11.281720296115,12.2533676603737,"eDNA present","metagenomics E.superba present",2021-03-08 22:57:00,NA,3783,0.274772860103076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152A","59 low",17.5507655089495,NA,2.86509756770417,NA,"Yes","No",152,"10","7:40","9/03/2021",-63.02047,76.18385,"CTD","CTD 59","100","low",0.9,"No","AB","11:04","2A+2B","Christine/Liv","krill swarm CTD","3:24",3.4,1,59,NA,1,"old","manual",0,0,421,0,28,449,"X152A",NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,0,0,0,0,1,0,0,1,0,0,0.937639198218263,0,0,40,0,1,58.268754724806,54.6350684613437,0,0,0,0,54.6350684613437,4.00067595608944,NA,NA,NA,NA,4.00067595608944,"eDNA present","metagenomics E.superba present",2021-03-09 07:40:00,NA,3773,0.990989501529305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153A","59 medium",148.355970665319,51.0904803157305,4.99961459308109,3.93359818466337,"Yes","Yes",153,"4","7:49","9/03/2021",-63.02028,76.18392,"CTD","CTD 59","45","medium",0.8,"No","AB","10:20","2A+2B","Christine/Liv","krill swarm CTD","2:31",2.52,1,59,0.0347158598275576,0.0347158598275576,"recent","model",0,0,108156,0,0,108156,"X153A",NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,38.31505719,0,0.433333333,432.639864697443,432.639864697443,0,0,0,0,432.639864697443,6.06990566067745,NA,NA,NA,NA,6.06990566067745,"eDNA present","metagenomics E.superba present",2021-03-09 07:49:00,NA,3773,0.990999648665964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154A","59 top",57.2123230443094,57.2123230443094,4.04676931301993,4.04676931301993,"No","Yes",154,"1","7:57","9/03/2021",-63.02035,76.1839,"CTD","CTD 59","5","top",0.91,"No","AB","10:20","2A+2B","Christine/Liv","krill swarm CTD","2:23",2.38,1,59,NA,0.5,"undetermined","manual",0,0,36314,0,23843,91092,"X154A",59,NA,NA,"n","0",0,"top",0,0,TRUE,0,1,0,0,0.5,0,0.5,1,0,0,0.603653772628289,0,0.396346227371711,40.2125482,0.208620399,1,50.2823069186422,20.0451378106044,0,0,0,13.1612111256882,33.2063489362925,2.99798662113217,NA,NA,NA,2.57727395248996,3.5027410906606,"eDNA present","metagenomics E.superba present",2021-03-09 07:57:00,NA,3773,0.990999648665964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155A"," ",24963.31196442,5060.23137319597,10.1251625045629,8.52916748716417,"Yes","Yes",155,"4","0:22","10/03/2021",-62.99933,79.781,"Target trawl","TT 18","surface2","",1.16,"No","AB","5:48","2A+2B","Derek","","5:26",5.43,1,NA,0.189275297532319,0.189275297532319,"undetermined","model",0,0,31396,1,79727,115512,"X155A",NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,0,1,0,0,0.5,0,0.5,1,0,0,0.28253122637774,0,0.717459774666139,33.86426548,0,0.333333333,12321.6764080694,3349.01440982536,0,0,0,8504.48693630229,11853.5013461277,8.11642137550975,NA,NA,NA,9.04834917806058,9.38037857516701,"eDNA present","metagenomics E.superba present",2021-03-10 00:22:00,NA,3596,0.480386538862263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156A"," ",49359.8648018054,6692.40257011902,10.8068929195521,8.80872821721891,"Yes","Yes",156,"2","23:49","10/03/2021",-62.99967,79.78083,"Target trawl","TT 18","surface","",1.17,"No","AB","2:01","2A+2B","Derek","","2:12",2.2,1,NA,0.665639005097417,0.665639005097417,"undetermined","model",0,734,7948,0,24531,33695,"X156A",NA,NA,NA,NA,NA,NA,NA,0,1,TRUE,0,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0,0.0220997802065456,0.239303887032186,0,0.738596332761268,43.46256267,0,0.383333333,13.7695132493765,3.2479623477087,0,0.299950221844261,0,10.0246306431356,13.5725432126886,1.17802782977802,NA,-1.20413874527917,NA,2.3050451289364,2.60804887063389,"eDNA present","metagenomics E.superba present",2021-03-10 23:49:00,6,3596,0.386617003542405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157A"," ",4428.11958614055,765.801679573776,8.39573030027066,6.64092323226849,"Yes","Yes",157,"1","23:56","10/03/2021",-62.99783,79.775,"Target trawl","TT 18","surface","",1.16,"No","AB","2:47","2A+2B","Derek","","2:51",2.85,1,NA,0.335591021740851,0.335591021740851,"undetermined","model",0,3964,6994,0,97440,109607,"X157A",NA,NA,NA,NA,NA,NA,NA,0,1,TRUE,0,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0,0.036568940386354,0.0645214856362663,0,0.89890957397738,29.27403417,0.281675018,0.6,165195.071326109,10541.0633340463,0,5974.37447185578,0,146857.479449452,163372.917255354,9.26303370258988,NA,8.69523468041644,NA,11.8972178679103,12.0037907025995,"eDNA present","metagenomics E.superba present",2021-03-10 23:56:00,6,3581,0.386588002396395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158A"," ",3730.34720600947,2014.47337564962,8.22425659302679,7.60811308818746,"Yes","Yes",158,"7","0:03","10/03/2021",-62.996,79.76867,"Target trawl","TT 18","surface","",1.17,"No","AB","2:47","2A+2B","Derek","","2:44",2.73,1,NA,0.0169254363406834,0.0169254363406834,"recent","model",0,1572,4575,0,125995,134476,"X158A",NA,NA,NA,NA,NA,NA,NA,0,1,TRUE,0,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0,0.0118962933813625,0.0346218461957591,0,0.953481860422878,26.86613843,0.121987711,0.433333333,1215055.28878351,41337.3237320009,0,14203.7754987334,0,1138425.37783901,1193966.47706974,10.6295210931624,NA,9.56126308844197,NA,13.9451566180594,13.9927914963845,"eDNA present","metagenomics E.superba present",2021-03-10 00:03:00,NA,3585,0.48030839758283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159A"," ",9535.7447425965,3830.43308232178,9.16280262118224,8.25073315210627,"Yes","Yes",159,"3","0:15","10/03/2021",-62.998,79.78267,"Target trawl","TT 18","surface","",1.16,"No","AB","5:48","2A+2B","Derek","","5:33",5.55,1,NA,0.0249584238366712,0.0249584238366712,"recent","model",0,527,15548,0,65826,87403,"X159A",NA,NA,NA,NA,NA,NA,NA,0,1,TRUE,0,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0,0.0064345978681579,0.189838951905349,0,0.803726450226493,37.98299747,0,0.4,590.074202340633,104.967491939546,0,3.55787678493316,0,444.40378983873,552.929158563209,4.65365070164562,NA,1.26916395821487,NA,6.09673358571905,6.31522988945234,"eDNA present","metagenomics E.superba present",2021-03-10 00:15:00,NA,3596,0.48041207574692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161A"," ",4859.05067245537,2629.69109041064,8.48859836292847,7.87462166215567,"Yes","Yes",161,"1","23:42","10/03/2021",-63,79.78817,"Target trawl","TT 18","surface","",1.16,"No","AB","2:01","2A+2B","Derek","","2:19",2.32,1,NA,0.0168978911201462,0.0168978911201462,"recent","model",105,0,19311,0,134250,156397,"X161A",NA,NA,NA,NA,NA,NA,NA,1,0,TRUE,0,1,0.333333333333333,0,0.333333333333333,0,0.333333333333333,1,0.000683300144469173,0,0.125668657998516,0,0.873648041857015,28.37328075,0,0.433333333,427206.163674119,52748.9544346177,286.812708592764,0,0,366710.534557891,419746.301701101,10.8732992299972,5.65882941943398,NA,NA,12.8123280816476,12.9474057641829,"eDNA present","metagenomics E.superba present",2021-03-10 23:42:00,6,3616,0.386666145711235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163A","61 top",124.461746714854,55.2892408725311,4.8239984133898,4.01257833033211,"Yes","Yes",163,"4","16:26","10/03/2021",-63.75318,79.99693,"CTD","CTD 61","5","top",0.72,"No","AB","18:30","2A+2B","Maddie","","2:04",2.07,1,61,0.0210803475764532,0.0210803475764532,"recent","model",0,0,0,0,0,8699,"X163A_2",61,NA,NA,"n","0",0,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-10 16:26:00,6,3668,1.73046946514973,NA,"R38","routine","10/03/2021",20210310,"16:56:23",-63,44.82,-63.747,79,59.28,79.988,"E","202",20210310,"17:14:45",-63,44.31,-63.7385,79,59.34,79.989,"E","55",291041,332536,"3673",2,"330","","","","","ü","","","R38",9050.8894,0.552432,0,5.082373,1.546809,79.9885,-63.74275,1615395383,1615396485,2021-03-11 04:05:34,6,"3/10/2021",-63.747,79.988,"3673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5867336,112.7823115,112.7823115,0,310.1513566,0,0,0,0,0,0,0,0.815538111287804,"CTD 61"
"164A","62 bottom",NA,NA,NA,NA,"No","No",164,"2","23:37","10/03/2021",-64.2549,79.99658,"CTD","CTD 62","3680","bottom",-0.273,"No","AB","2:30","2A+2B","Maddie","","2:53",2.88,1,62,NA,NA,"eDNA no krill",NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-03-10 23:37:00,6,3626,0.390678277291087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165A","62 top",61.3030957805881,NA,4.11583034379729,NA,"Yes","No",165,"7","0:59","11/03/2021",-64.25692,79.9981,"CTD","CTD 62","5","top",0.624,"No","AB","2:30","2A+2B","Maddie","","1:31",1.52,1,62,NA,1,"old","manual",0,0,0,26632,0,26632,"X165A",62,NA,NA,"n","0",0,"top",0,0,FALSE,1,0,0,0,0,1,0,1,0,0,0,1,0,42.65514188,0,0.05,184.809461815946,0,0,0,184.809461815946,0,184.809461815946,NA,NA,NA,5.21932535819963,NA,5.21932535819963,"eDNA present","metagenomics E.superba absent",2021-03-11 00:59:00,6,3626,0.480506164828034,NA,"R39","routine","11/03/2021",20210311,"1:23:40",-64,15.18,-64.253,79,58.72,79.97866667,"E","210",20210311,"1:41:57",-64,14.91,-64.2485,79,57.2,79.95333333,"E","50",332536,377621,"3628",2,"292","","","","","","","","R39",9833.9402,0,0,1.627018,0,79.966,-64.25075,1615425820,1615426917,2021-03-11 12:32:48,6,"3/11/2021",-64.253,79.97866667,"3628",0,0,0,0,0,0,311.4052577,311.4052577,0,0,0,0,0,0,0,103.8017526,0,0,0,0,103.8017526,0,0,0,0,0,0,0,1.03489313060733,"CTD 62"
"166A","63 bottom",NA,NA,NA,NA,"No","No",166,"3","6:10","11/03/2021",-64.58468,79.9995,"CTD","CTD 63","3597","bottom",-0.08,"No","AB","12:25","2A+2B","Liv/Christine","","6:15",6.25,1,63,NA,NA,"eDNA no krill",NA,0,0,368,0,0,368,"X166A",63,NA,NA,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,40,0,1,58.268754724806,58.268754724806,0,0,0,0,58.268754724806,4.06506601014931,NA,NA,NA,NA,4.06506601014931,"eDNA absent","metagenomics E.superba present",2021-03-11 06:10:00,6,3602,0.935579750954258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167A","63 top",NA,NA,NA,NA,"No","No",167,"1","8:09","11/03/2021",-64.58583,79.9971,"CTD","CTD 63","5","top",0.66,"No","AB","12:25","2A+2B","Liv/Christine","","4:16",4.27,1,63,NA,NA,"eDNA no krill",NA,0,0,0,0,55474,55474,"X167A",63,NA,NA,"n","0",0,"top",0,0,FALSE,0,1,0,0,0,0,1,1,0,0,0,0,1,31.89943685,2.279079594,1,16045.9116427579,0,0,0,0,16045.9116427579,16045.9116427579,NA,NA,NA,NA,9.68320936980199,9.68320936980199,"eDNA absent","metagenomics E.superba absent",2021-03-11 08:09:00,6,3602,1.08575808772918,NA,"R40","routine","11/03/2021",20210311,"8:32:31",-64,34.75,-64.57916667,79,59.77,79.99616667,"E","208",20210311,"8:48:09",-64,34.26,-64.571,79,59.77,79.99616667,"E","40",377621,416778,"3605",2,"356","","","","","","","","R40",8540.92484,0,0,2.1075,0,79.99616667,-64.575083335,1615451551,1615452489,2021-03-11 19:40:20,6,"3/11/2021",-64.57916667,79.99616667,"3605",0,0,0,0,0,0,0,0,0,0,0,0,59.7581788,0,0,0,59.7581788,0,59.7581788,0,179.2745364,0,59.7581788,0,0,0,0,59.7581788,0.742267433449051,"CTD 63"
"168A","64 bottom",157.969060379867,NA,5.06239919347106,NA,"Yes","No",168,"10","12:59","11/03/2021",-64.9207,80.00117,"CTD","CTD 64","3566","bottom",-0.09,"No","AB","16:30","2A+2B","Jess","","3:31",3.52,1,64,NA,1,"old","manual",34633,0,0,0,0,34659,"X168A",64,NA,NA,"n","0",0,"bottom",1,0,FALSE,0,0,1,0,0,0,0,1,1,0,0,0,0,42.93676873,0,1,7.60093191193919,0,7.59522995199486,0,0,0,7.59522995199486,NA,2.02752041234975,NA,NA,NA,2.02752041234975,"eDNA present","metagenomics E.superba absent",2021-03-11 12:59:00,6,3570,1.38555421335444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
